"row","stratum","id","book.value","audit.value"
"605",3,604,369584,369584
"606",1,605,515101,515101
"607",3,606,427666,427666
"608",1,607,649019,649019
"609",2,608,483967,483967
"610",2,609,343726,343726
"611",1,610,289439,0
"612",1,611,523131,0
"613",3,612,97265,97265
"614",2,613,491052,491052
"615",3,614,150744,0
"616",3,615,394106,394106
"617",3,616,431980,431980
"618",3,617,175102,175102
"619",1,618,166061,166061
"620",3,619,386640,386640
"621",3,620,476386,476386
"622",3,621,336114,336114
"623",2,622,480666,480666
"624",1,623,588606,588606
"625",2,624,525048,525048
"626",1,625,83659,83659
"627",3,626,603174,603174
"628",2,627,492046,492046
"629",1,628,640914,0
"630",3,629,372691,0
"631",3,630,258155,258155
"632",2,631,161062,161062
"633",3,632,308089,308089
"634",1,633,276897,0
"635",1,634,338829,338829
"636",3,635,235632,235632
"637",3,636,331835,331835
"638",3,637,652233,652233
"639",2,638,230923,230923
"640",2,639,80680,80680
"641",3,640,216732,216732
"642",3,641,384917,384917
"643",2,642,242033,0
"644",1,643,79778,79778
"645",2,644,566586,566586
"646",3,645,265771,265771
"647",1,646,251422,251422
"648",1,647,545083,545083
"649",2,648,475662,475662
"650",3,649,375705,375705
"651",3,650,93304,93304
"652",2,651,194772,194772
"653",2,652,502589,502589
"654",3,653,438580,438580
"655",3,654,172239,172239
"656",3,655,480187,480187
"657",1,656,238952,238952
"658",2,657,453336,453336
"659",2,658,178738,178738
"660",3,659,533534,533534
"661",3,660,338831,338831
"662",1,661,35133,35133
"663",3,662,353734,0
"664",1,663,127656,127656
"665",1,664,511629,511629
"666",3,665,95893,95893
"667",1,666,301483,301483
"668",2,667,235395,235395
"669",1,668,85130,85130
"670",1,669,28095,28095
"671",2,670,516954,0
"672",1,671,147390,0
"673",1,672,258488,258488
"674",2,673,230284,230284
"675",2,674,375921,375921
"676",3,675,387514,387514
"677",1,676,51694,51694
"678",2,677,488595,488595
"679",2,678,440943,440943
"680",3,679,358488,358488
"681",3,680,421274,421274
"682",3,681,417119,417119
"683",3,682,186030,186030
"684",3,683,248805,248805
"685",2,684,246161,246161
"686",2,685,257047,0
"687",1,686,354285,354285
"688",2,687,128444,128444
"689",1,688,300626,300626
"690",1,689,57543,57543
"691",2,690,390353,390353
"692",2,691,342446,342446
"693",1,692,158229,158229
"694",1,693,144347,144347
"695",2,694,559062,559062
"696",1,695,551950,551950
"697",1,696,36573,36573
"698",2,697,482399,482399
"699",2,698,291105,291105
"700",3,699,198066,198066
"701",1,700,332212,332212
"702",1,701,291545,291545
"703",3,702,635387,635387
"704",2,703,162603,162603
"705",2,704,286219,286219
"706",2,705,512428,512428
"707",2,706,589253,589253
"708",1,707,321523,321523
"709",2,708,563473,563473
"710",2,709,207918,207918
"711",2,710,420131,420131
"712",2,711,244847,244847
"713",3,712,186317,186317
"714",2,713,305214,0
"715",2,714,246978,246978
"716",1,715,67756,67756
"717",1,716,248141,0
"718",3,717,639009,639009
"719",1,718,418220,418220
"720",2,719,191831,191831
"721",3,720,258656,0
"722",3,721,203911,203911
"723",3,722,631618,631618
"724",2,723,67025,67025
"725",3,724,486241,486241
"726",3,725,255785,255785
"727",2,726,502839,502839
"728",3,727,621572,621572
"729",1,728,474225,0
"730",2,729,129544,0
"731",3,730,650521,650521
"732",2,731,38518,38518
"733",3,732,445524,445524
"734",1,733,630123,630123
"735",1,734,406067,406067
"736",3,735,84281,84281
"737",3,736,143826,143826
"738",1,737,156711,156711
"739",1,738,532848,0
"740",3,739,244374,0
"741",1,740,470307,470307
"742",1,741,353571,353571
"743",2,742,227921,227921
"744",1,743,1986,1986
"745",2,744,432960,432960
"746",3,745,627342,0
"747",1,746,236487,236487
"748",3,747,421261,421261
"749",3,748,201978,0
"750",1,749,260176,260176
"751",1,750,466610,466610
"752",1,751,87970,87970
"753",1,752,427893,427893
"754",2,753,650789,650789
"755",2,754,353112,353112
"756",2,755,342615,342615
"757",3,756,485247,485247
"758",1,757,604479,604479
"759",1,758,518235,518235
"760",2,759,452385,452385
"761",1,760,276969,276969
"762",2,761,5398,5398
"763",2,762,137158,0
"764",2,763,73496,73496
"765",1,764,292684,292684
"766",1,765,90716,90716
"767",2,766,13352560,13352560
"768",3,767,504336,504336
"769",2,768,193043,193043
"770",3,769,137932,137932
"771",3,770,330719,0
"772",3,771,34700,34700
"773",3,772,523823,523823
"774",1,773,342536,342536
"775",1,774,243920,243920
"776",1,775,375395,0
"777",2,776,482696,482696
"778",2,777,269726,269726
"779",3,778,635349,635349
"780",1,779,604236,604236
"781",3,780,175931,175931
"782",1,781,278586,278586
"783",2,782,450159,450159
"784",3,783,620482,620482
"785",2,784,91459,91459
"786",1,785,56532,56532
"787",1,786,160538,160538
"788",1,787,624021,624021
"789",3,788,160558,160558
"790",3,789,638372,638372
"791",2,790,524773,524773
"792",1,791,609268,609268
"793",2,792,458498,0
"794",3,793,323447,323447
"795",2,794,272399,272399
"796",1,795,624625,624625
"797",1,796,62327,62327
"798",2,797,262531,262531
"799",1,798,488923,488923
"800",2,799,409985,409985
"801",2,800,224555,224555
"802",1,801,526272,526272
"803",1,802,434375,434375
"804",1,803,623902,0
"805",3,804,328852,328852
"806",2,805,595123,595123
"807",2,806,641785,641785
"808",3,807,386353,386353
"809",3,808,33800,33800
"810",1,809,605582,605582
"811",3,810,130193,130193
"812",2,811,126073,126073
"813",3,812,153219,153219
"814",3,813,262754,262754
"815",1,814,345154,345154
"816",1,815,149555,0
"817",1,816,489375,489375
"818",2,817,290118,290118
"819",2,818,473377,0
"820",3,819,591645,0
"821",1,820,624122,624122
"822",2,821,144939,144939
"823",3,822,46020,0
"824",3,823,138918,138918
"825",1,824,222211,222211
"826",2,825,620135,620135
"827",1,826,260188,260188
"828",2,827,108248,108248
"829",3,828,111929,111929
"830",1,829,167738,167738
"831",3,830,11288,11288
"832",2,831,5258,5258
"833",3,832,240752,240752
"834",2,833,39339,39339
"835",2,834,591331,591331
"836",3,835,528841,528841
"837",2,836,216247,216247
"838",1,837,237000,237000
"839",1,838,517535,517535
"840",3,839,185470,185470
"841",3,840,646534,646534
"842",2,841,80616,80616
"843",1,842,86523,86523
"844",2,843,219617,219617
"845",1,844,178366,178366
"846",3,845,549865,549865
"847",1,846,396072,396072
"848",1,847,547020,547020
"849",1,848,349991,349991
"850",1,849,339325,339325
"851",3,850,475146,475146
"852",3,851,8477,8477
"853",3,852,572205,572205
"854",2,853,323028,323028
"855",2,854,528709,528709
"856",3,855,591737,0
"857",1,856,513696,0
"858",1,857,26945,26945
"859",3,858,479967,479967
"860",2,859,141928,141928
"861",1,860,469897,469897
"862",2,861,327674,327674
"863",2,862,598311,598311
"864",2,863,480743,480743
"865",1,864,633477,633477
"866",1,865,511687,511687
"867",1,866,582182,582182
"868",2,867,280847,280847
"869",2,868,472249,472249
"870",1,869,379858,379858
"871",1,870,495549,495549
"872",3,871,434411,0
"873",2,872,53881,53881
"874",3,873,414183,414183
"875",3,874,651248,651248
"876",1,875,474961,474961
"877",3,876,237087,237087
"878",3,877,629245,629245
"879",2,878,476192,476192
"880",1,879,527334,527334
"881",3,880,164657,164657
"882",3,881,177483,177483
"883",1,882,519710,519710
"884",3,883,48321,0
"885",3,884,229729,229729
"886",2,885,173748,173748
"887",1,886,184556,184556
"888",1,887,462228,462228
"889",1,888,651200,651200
"890",2,889,590707,590707
"891",3,890,151557,151557
"892",3,891,272478,272478
"893",2,892,213675,213675
"894",3,893,227117,227117
"895",3,894,558618,558618
"896",1,895,437635,437635
"897",2,896,55679,55679
"898",1,897,199823,199823
"899",3,898,291058,291058
"900",3,899,586780,586780
"901",2,900,196131,196131
"902",3,901,396748,396748
"903",2,902,94145,0
"904",3,903,486742,486742
"905",2,904,348635,348635
"906",3,905,340401,340401
"907",3,906,17440,17440
"908",3,907,50482,0
"909",1,908,635493,635493
"910",1,909,389405,389405
"911",1,910,149200,149200
"912",3,911,40518,0
"913",2,912,534051,534051
"914",1,913,434031,434031
"915",3,914,622712,622712
"916",2,915,521027,0
"917",2,916,272712,272712
"918",2,917,264831,264831
"919",1,918,373459,373459
"920",3,919,521749,521749
"921",1,920,457089,457089
"922",2,921,394542,394542
"923",3,922,614484,0
"924",3,923,627062,0
"925",3,924,516568,516568
"926",2,925,406683,406683
"927",2,926,261244,261244
"928",1,927,513935,513935
"929",3,928,168465,168465
"930",3,929,123929,123929
"931",1,930,403899,0
"932",3,931,154303,154303
"933",2,932,41576,41576
"934",3,933,124569,124569
"935",1,934,330275,330275
"936",2,935,362243,362243
"937",3,936,304798,304798
"938",3,937,494770,0
"939",1,938,594762,0
"940",3,939,432374,432374
"941",2,940,575029,575029
"942",2,941,591997,591997
"943",2,942,85781,85781
"944",1,943,420859,420859
"945",1,944,218966,218966
"946",2,945,196006,196006
"947",2,946,234282,234282
"948",2,947,96034,0
"949",1,948,523211,523211
"950",2,949,50983,50983
"951",1,950,212871,212871
"952",3,951,239513,239513
"953",1,952,411363,411363
"954",2,953,228935,228935
"955",3,954,477785,477785
"956",2,955,397553,0
"957",1,956,91452,91452
"958",2,957,591410,591410
"959",2,958,353428,353428
"960",2,959,400515,400515
"961",2,960,595156,595156
"962",2,961,552480,552480
"963",1,962,458209,458209
"964",3,963,457902,0
"965",2,964,191434,191434
"966",2,965,449909,449909
"967",1,966,224429,224429
"968",3,967,93958,93958
"969",2,968,598934,598934
"970",3,969,591270,0
"971",1,970,60581,60581
"972",3,971,110581,110581
"973",1,972,289193,289193
"974",1,973,352803,352803
"975",2,974,571709,571709
"976",3,975,81075,81075
"977",1,976,292970,292970
"978",2,977,12578,12578
"979",2,978,347242,347242
"980",2,979,240154,0
"981",3,980,245083,245083
"982",3,981,190064,190064
"983",2,982,320701,320701
"984",3,983,283312,283312
"985",3,984,258786,258786
"986",1,985,385343,385343
"987",1,986,76689,76689
"988",1,987,636095,636095
"989",2,988,541088,541088
"990",1,989,225664,225664
"991",1,990,525797,525797
"992",2,991,321724,321724
"993",2,992,583424,583424
"994",2,993,128409,128409
"995",3,994,331407,0
"996",2,995,269376,269376
"997",2,996,538221,538221
"998",3,997,308233,0
"999",1,998,196957,196957
"1000",1,999,593310,0
"1001",2,1000,26138,0
"1002",1,1001,286357,286357
"1003",3,1002,43938,0
"1004",3,1003,530054,530054
"1005",2,1004,143947,143947
"1006",3,1005,52742,0
"1007",1,1006,634439,634439
"1008",1,1007,319349,319349
"1009",2,1008,548263,548263
"1010",2,1009,392275,392275
"1011",2,1010,604062,604062
"1012",1,1011,87457,0
"1013",2,1012,574840,0
"1014",1,1013,106368,106368
"1015",3,1014,502129,502129
"1016",2,1015,503432,503432
"1017",2,1016,580577,580577
"1018",2,1017,257849,257849
"1019",1,1018,247778,0
"1020",2,1019,165367,165367
"1021",3,1020,288029,288029
"1022",2,1021,362671,362671
"1023",2,1022,206135,206135
"1024",3,1023,138866,138866
"1025",1,1024,568067,0
"1026",2,1025,538603,538603
"1027",2,1026,183791,183791
"1028",1,1027,250641,250641
"1029",2,1028,62004,62004
"1030",1,1029,139747,139747
"1031",2,1030,554422,554422
"1032",2,1031,213890,213890
"1033",1,1032,582551,582551
"1034",2,1033,61814,0
"1035",2,1034,389968,389968
"1036",1,1035,211037,211037
"1037",2,1036,260503,260503
"1038",2,1037,322862,322862
"1039",2,1038,156880,156880
"1040",3,1039,450853,450853
"1041",3,1040,56205,0
"1042",2,1041,231973,231973
"1043",2,1042,465408,465408
"1044",1,1043,251092,251092
"1045",1,1044,251311,251311
"1046",2,1045,495421,0
"1047",1,1046,596745,596745
"1048",3,1047,550487,550487
"1049",3,1048,52244,52244
"1050",3,1049,496050,496050
"1051",3,1050,606597,606597
"1052",3,1051,314427,314427
"1053",2,1052,524777,524777
"1054",2,1053,377175,377175
"1055",1,1054,170954,170954
"1056",2,1055,310965,310965
"1057",1,1056,345006,0
"1058",1,1057,627999,627999
"1059",3,1058,309481,309481
"1060",3,1059,504568,0
"1061",1,1060,484526,484526
"1062",1,1061,436270,0
"1063",2,1062,468033,468033
"1064",1,1063,354209,0
"1065",3,1064,94269,0
"1066",2,1065,151299,0
"1067",1,1066,283464,283464
"1068",3,1067,471197,0
"1069",2,1068,118491,118491
"1070",3,1069,41884,41884
"1071",3,1070,606347,606347
"1072",3,1071,45432,45432
"1073",3,1072,33682,33682
"1074",2,1073,410852,410852
